Epoch,Train_Loss,Val_Loss,Train_Accuracy,Val_Accuracy
1,0.5794252157211304,0.3922562599182129,0.7286173701286316,0.8041666746139526
2,0.36037346720695496,0.30160632729530334,0.8360128402709961,0.8500000238418579
3,0.3059120178222656,0.41235390305519104,0.8736334443092346,0.7875000238418579
4,0.2896325886249542,0.34664005041122437,0.8797427415847778,0.8791666626930237
5,0.2855227291584015,0.302710622549057,0.8832797408103943,0.8500000238418579
6,0.2568480968475342,0.26213300228118896,0.8877813220024109,0.875
7,0.22424151003360748,0.19323118031024933,0.9093247652053833,0.9125000238418579
8,0.23612704873085022,0.19056181609630585,0.8999999761581421,0.9083333611488342
9,0.20398031175136566,0.24486194550991058,0.9157556295394897,0.887499988079071
10,0.22745206952095032,0.20122534036636353,0.9028939008712769,0.9083333611488342
11,0.1878724843263626,0.16570056974887848,0.9228295683860779,0.9333333373069763
12,0.19533145427703857,0.1949647068977356,0.9154340624809265,0.925000011920929
13,0.18099398910999298,0.1734313666820526,0.9254019260406494,0.9166666865348816
14,0.18783389031887054,0.2573119103908539,0.9244372844696045,0.8791666626930237
15,0.16563370823860168,0.15728060901165009,0.9344051480293274,0.9208333492279053
16,0.18576942384243011,0.14840112626552582,0.9212218523025513,0.9375
17,0.16921478509902954,0.21865275502204895,0.9344051480293274,0.8958333134651184
18,0.15186254680156708,0.23070649802684784,0.938906729221344,0.9083333611488342
19,0.17434662580490112,0.14423632621765137,0.9289389252662659,0.9291666746139526
20,0.15229223668575287,0.21195949614048004,0.9405144453048706,0.8999999761581421
21,0.1509210169315338,0.15469317138195038,0.9372990131378174,0.9291666746139526
22,0.1813192516565323,0.18985936045646667,0.9286173582077026,0.9083333611488342
23,0.13981322944164276,0.15463772416114807,0.947909951210022,0.9166666865348816
24,0.16828985512256622,0.15583841502666473,0.9376205801963806,0.925000011920929
25,0.1465599685907364,0.14187230169773102,0.9424437284469604,0.9291666746139526
26,0.15319684147834778,0.15595051646232605,0.9369775056838989,0.9375
27,0.12895601987838745,0.18461400270462036,0.950160801410675,0.9333333373069763
28,0.1410328596830368,0.14109045267105103,0.9466238021850586,0.925000011920929
29,0.14125435054302216,0.18334007263183594,0.945016086101532,0.9208333492279053
30,0.11577341705560684,0.14096836745738983,0.95401930809021,0.949999988079071
31,0.1354447901248932,0.1540779322385788,0.9556270241737366,0.9333333373069763
32,0.14903375506401062,0.17510822415351868,0.9459807276725769,0.9333333373069763
33,0.12272603064775467,0.21440242230892181,0.953054666519165,0.9083333611488342
34,0.11945319175720215,0.12936128675937653,0.953054666519165,0.9416666626930237
35,0.13109402358531952,0.14342114329338074,0.945016086101532,0.9458333253860474
36,0.1481228768825531,0.18172626197338104,0.9395498633384705,0.9208333492279053
37,0.11507291346788406,0.13133780658245087,0.9533762335777283,0.925000011920929
38,0.11677754670381546,0.1925491988658905,0.9572347402572632,0.9291666746139526
39,0.12031485140323639,0.14461544156074524,0.950160801410675,0.9416666626930237
40,0.11437258124351501,0.2146988809108734,0.953054666519165,0.8999999761581421
41,0.11634047329425812,0.16110679507255554,0.9520900249481201,0.9375
42,0.1163821592926979,0.1543976366519928,0.9588424563407898,0.9291666746139526
43,0.11045446246862411,0.12265932559967041,0.9581993818283081,0.9416666626930237
44,0.10520371794700623,0.17890802025794983,0.9623793959617615,0.9208333492279053
45,0.10836613178253174,0.16918349266052246,0.9607716798782349,0.9333333373069763
46,0.13305926322937012,0.10922154039144516,0.9498392343521118,0.9541666507720947
47,0.09724635630846024,0.13083544373512268,0.9607716798782349,0.9333333373069763
48,0.09944992512464523,0.16082258522510529,0.9614148139953613,0.9458333253860474
49,0.08424198627471924,0.17535486817359924,0.9700964689254761,0.925000011920929
50,0.11174697428941727,0.13589166104793549,0.9610932469367981,0.9333333373069763
51,0.09879877418279648,0.1953238844871521,0.9643086791038513,0.9291666746139526
52,0.09281943738460541,0.1696765422821045,0.9662379622459412,0.9416666626930237
53,0.11439753323793411,0.14945322275161743,0.9588424563407898,0.9291666746139526
54,0.10443191975355148,0.11551931500434875,0.9588424563407898,0.9416666626930237
55,0.09049294143915176,0.12166726589202881,0.9675241112709045,0.9416666626930237
56,0.08701211214065552,0.1977197825908661,0.9681671857833862,0.925000011920929
57,0.09401703625917435,0.13972385227680206,0.9614148139953613,0.9208333492279053
58,0.08673210442066193,0.0997588261961937,0.9643086791038513,0.9541666507720947
59,0.08888427168130875,0.17399698495864868,0.9662379622459412,0.9375
60,0.09319866448640823,0.13431021571159363,0.9662379622459412,0.949999988079071
61,0.08338461816310883,0.16152971982955933,0.9643086791038513,0.9291666746139526
62,0.08678608387708664,0.10509899258613586,0.9652733206748962,0.9416666626930237
63,0.06908027827739716,0.09459029883146286,0.9707395434379578,0.9583333134651184
64,0.08096834272146225,0.1200961247086525,0.9752411842346191,0.9458333253860474
65,0.0827440693974495,0.09538065642118454,0.9691318273544312,0.949999988079071
66,0.08840063214302063,0.13863834738731384,0.9665594696998596,0.9333333373069763
67,0.10070466250181198,0.10144650191068649,0.964951753616333,0.9458333253860474
68,0.07134446501731873,0.10300453752279282,0.9749196171760559,0.949999988079071
69,0.06655095517635345,0.11374323070049286,0.9768489003181458,0.9541666507720947
70,0.07800932228565216,0.09922972321510315,0.971061110496521,0.9583333134651184
71,0.07147756963968277,0.10385189950466156,0.9707395434379578,0.9624999761581421
72,0.08147037029266357,0.08678707480430603,0.9678456783294678,0.9666666388511658
73,0.06893708556890488,0.1340375542640686,0.9720257520675659,0.9333333373069763
74,0.0756230503320694,0.09222866594791412,0.9720257520675659,0.9583333134651184
75,0.07967153191566467,0.09305854141712189,0.971061110496521,0.949999988079071
76,0.06918041408061981,0.11332160979509354,0.9729903340339661,0.9458333253860474
77,0.06597322225570679,0.1137881726026535,0.9762057662010193,0.9458333253860474
78,0.07131434231996536,0.10600458085536957,0.9704180359840393,0.9458333253860474
79,0.06549821048974991,0.12251757085323334,0.9713826179504395,0.949999988079071
80,0.07740544527769089,0.11724712699651718,0.9697749018669128,0.9416666626930237
