Epoch,Train_Loss,Val_Loss,Train_Accuracy,Val_Accuracy
1,0.6963835954666138,0.6869224309921265,0.5292604565620422,0.6833333373069763
2,0.6658530235290527,0.6347383260726929,0.5980707406997681,0.699999988079071
3,0.5936442613601685,0.5390847325325012,0.6836012601852417,0.7333333492279053
4,0.5210383534431458,0.5236676931381226,0.7456591725349426,0.7541666626930237
5,0.48185011744499207,0.4554416537284851,0.7704179883003235,0.7708333134651184
6,0.45127376914024353,0.4432549476623535,0.7871382832527161,0.8041666746139526
7,0.4461532533168793,0.41240307688713074,0.7913183569908142,0.8125
8,0.41272667050361633,0.401386559009552,0.8160771727561951,0.7958333492279053
9,0.3982998728752136,0.3849707543849945,0.8160771727561951,0.8208333253860474
10,0.4029804468154907,0.3654724657535553,0.8218649625778198,0.8458333611488342
11,0.3958679735660553,0.40044599771499634,0.8234726786613464,0.8416666388511658
12,0.3906288146972656,0.3907794952392578,0.8237941861152649,0.8125
13,0.359063059091568,0.3574010729789734,0.8424437046051025,0.8500000238418579
14,0.3562661409378052,0.34661194682121277,0.8446945548057556,0.8416666388511658
15,0.34291917085647583,0.3676700294017792,0.8443729877471924,0.862500011920929
16,0.35019323229789734,0.3384295701980591,0.8524115681648254,0.8583333492279053
17,0.3491872251033783,0.3288831412792206,0.8446945548057556,0.8541666865348816
18,0.33322468400001526,0.3151405155658722,0.8508038520812988,0.875
19,0.33185693621635437,0.3124052584171295,0.8536977767944336,0.8791666626930237
20,0.3274702727794647,0.3302074670791626,0.857877790927887,0.8708333373069763
21,0.3327385187149048,0.3150896728038788,0.8530546426773071,0.8583333492279053
22,0.3302657902240753,0.3109888732433319,0.8524115681648254,0.8916666507720947
23,0.3180989921092987,0.3258398473262787,0.8646302223205566,0.8708333373069763
24,0.3266587555408478,0.288632333278656,0.848874568939209,0.875
25,0.3124532103538513,0.3470931351184845,0.8620578646659851,0.8374999761581421
26,0.31705421209335327,0.30877214670181274,0.8633440732955933,0.8708333373069763
27,0.310807466506958,0.34515562653541565,0.8684887290000916,0.8416666388511658
28,0.3089635968208313,0.29598915576934814,0.8652732968330383,0.887499988079071
29,0.3037601709365845,0.2966530919075012,0.8688102960586548,0.8791666626930237
30,0.3026692569255829,0.3001119792461395,0.8691318035125732,0.8666666746139526
