Epoch,Train_Loss,Val_Loss,Train_Accuracy,Val_Accuracy
1,0.679106593132019,0.6527621150016785,0.5745980739593506,0.6416666507720947
2,0.6145117878913879,0.5327690243721008,0.6607717275619507,0.7333333492279053
3,0.4934302866458893,0.4684404134750366,0.7668810486793518,0.7833333611488342
4,0.4480038583278656,0.44747084379196167,0.7942122220993042,0.7916666865348816
5,0.43010881543159485,0.43089044094085693,0.8003215193748474,0.7958333492279053
6,0.39510348439216614,0.37051621079444885,0.8244373202323914,0.8291666507720947
7,0.38238078355789185,0.3994060754776001,0.8308681845664978,0.8041666746139526
8,0.3816410303115845,0.4003894627094269,0.834083616733551,0.7958333492279053
9,0.34568867087364197,0.38861799240112305,0.8469453454017639,0.8416666388511658
10,0.371879905462265,0.37644004821777344,0.8363344073295593,0.8083333373069763
11,0.35647937655448914,0.3490693271160126,0.8379421234130859,0.8374999761581421
12,0.3373699486255646,0.3752098083496094,0.8543408513069153,0.8041666746139526
13,0.3455241024494171,0.3240727484226227,0.8511254191398621,0.824999988079071
14,0.33535492420196533,0.32418808341026306,0.8546623587608337,0.8416666388511658
15,0.3406776785850525,0.31720200181007385,0.8508038520812988,0.8583333492279053
16,0.33050137758255005,0.3389022648334503,0.8565916419029236,0.8583333492279053
17,0.31563475728034973,0.3206806480884552,0.8652732968330383,0.8541666865348816
18,0.3156275749206543,0.3760087788105011,0.8620578646659851,0.8166666626930237
19,0.3324012756347656,0.31731802225112915,0.8553054928779602,0.8583333492279053
20,0.31820762157440186,0.3236537277698517,0.86012864112854,0.8500000238418579
21,0.3202895224094391,0.31771060824394226,0.8565916419029236,0.875
22,0.32985445857048035,0.3100605309009552,0.8527331352233887,0.8500000238418579
23,0.30474853515625,0.34742793440818787,0.8675240874290466,0.8208333253860474
24,0.30711016058921814,0.33172768354415894,0.8665595054626465,0.8500000238418579
25,0.31500592827796936,0.2936483323574066,0.8636655807495117,0.8583333492279053
26,0.31185853481292725,0.31109198927879333,0.8655948638916016,0.8500000238418579
27,0.2992441952228546,0.31462132930755615,0.8717041611671448,0.8500000238418579
28,0.29772478342056274,0.3337518572807312,0.8713826537132263,0.8291666507720947
29,0.3047245442867279,0.31521397829055786,0.8627009391784668,0.8500000238418579
30,0.291718989610672,0.3491760790348053,0.8739550113677979,0.8458333611488342
31,0.2995148003101349,0.30717527866363525,0.8681672215461731,0.8583333492279053
32,0.2889259457588196,0.3191363215446472,0.8723472952842712,0.8583333492279053
33,0.3095371425151825,0.3447152078151703,0.8668810129165649,0.8208333253860474
34,0.295016348361969,0.32107850909233093,0.8700964450836182,0.8333333134651184
35,0.2838004529476166,0.31167981028556824,0.8733118772506714,0.8458333611488342
36,0.28726986050605774,0.3294732868671417,0.8723472952842712,0.8666666746139526
37,0.2927521765232086,0.30123403668403625,0.8691318035125732,0.875
38,0.30333027243614197,0.30141013860702515,0.8672025799751282,0.8500000238418579
39,0.2842808663845062,0.3189978003501892,0.8768488764762878,0.8500000238418579
40,0.28268077969551086,0.31815624237060547,0.8797427415847778,0.8541666865348816
41,0.27047133445739746,0.3093937933444977,0.8855305314064026,0.8583333492279053
42,0.26948392391204834,0.2985228896141052,0.8781350255012512,0.8666666746139526
43,0.2666332721710205,0.336220383644104,0.881028950214386,0.862500011920929
44,0.2711374759674072,0.28209516406059265,0.8787781596183777,0.875
45,0.2650493383407593,0.3504348695278168,0.8816720247268677,0.8416666388511658
46,0.2897108793258667,0.3250318169593811,0.8726688027381897,0.862500011920929
47,0.2681925296783447,0.3110920488834381,0.8836013078689575,0.8500000238418579
48,0.26071667671203613,0.2867826223373413,0.8906752467155457,0.862500011920929
49,0.257686585187912,0.3049512803554535,0.8852090239524841,0.8791666626930237
50,0.25162458419799805,0.2981312572956085,0.8909968137741089,0.8708333373069763
51,0.25063756108283997,0.2985212504863739,0.890032172203064,0.862500011920929
52,0.2614908814430237,0.35533255338668823,0.8887459635734558,0.8458333611488342
53,0.2571422755718231,0.30869004130363464,0.889067530632019,0.824999988079071
54,0.2658134698867798,0.3339182734489441,0.8778135180473328,0.8291666507720947
55,0.26716917753219604,0.28971827030181885,0.8858520984649658,0.8458333611488342
56,0.25435084104537964,0.293064147233963,0.8852090239524841,0.862500011920929
57,0.2463720440864563,0.30725356936454773,0.8932476043701172,0.8500000238418579
58,0.23749478161334991,0.28581398725509644,0.8964630365371704,0.8500000238418579
59,0.24168135225772858,0.29224011301994324,0.8958199620246887,0.875
60,0.24126021564006805,0.3269566595554352,0.8948553204536438,0.8666666746139526
61,0.245128333568573,0.2967328429222107,0.8916398882865906,0.824999988079071
